"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01014799","Cities",35.3,0
"E01014800","Cities",22.36,0
"E01014801","Cities",51.72,7
"E01014802","Cities",34.29,0
"E01014803","Cities",43.43,27.81
"E01014804","Cities",62.02,0
"E01014805","Cities",157.07,0
"E01014806","Cities",38.35,3
"E01014807","Cities",34.37,0
"E01014808","Cities",44.29,0
"E01014809","Cities",121.14,149.6
"E01014810","Cities",29.1,92.75
"E01014811","Cities",100.52,0
"E01014812","Cities",43.91,0
"E01014813","Cities",56.62,17.96
"E01014815","Cities",137.47,0
"E01014816","Cities",63.71,0
"E01014817","Cities",121.21,0
"E01014818","Cities",126.33,0
"E01014819","Cities",174.79,0
"E01014820","Cities",190.85,13.88
"E01014821","Cities",79.89,0
"E01014822","Cities",139.67,6.52
"E01014823","Cities",121.09,3.04
"E01014824","Cities",107.42,0
"E01014825","Cities",128.18,0
"E01014826","Cities",106.14,121.4
"E01014827","Cities",134.28,4
"E01014828","Cities",259.95,49.92
"E01014829","Cities",255.8,0
"E01014830","Cities",28.44,11.84
"E01014831","Cities",391.66,0
"E01014832","Cities",371.95,0
"E01014833","Cities",367.88,47.17
"E01014834","Cities",243.78,8.82
"E01014835","Cities",237.14,0
"E01014836","Cities",192.62,0
"E01014838","Cities",92.18,0
"E01014839","Cities",174.57,0
"E01014840","Cities",149.94,4
"E01014841","Cities",12.33,0
"E01014842","Cities",9.69,0
"E01014843","Cities",30.17,0
"E01014844","Cities",15.29,7.99
"E01014845","Cities",53.1,0
"E01014846","Cities",38.7,8
"E01014847","Villages",260.871,322.8
"E01014848","Villages",204.85,54
"E01014849","Villages",200.52,0
"E01014850","Towns",242.96,12.64
"E01014851","Towns",276.515,5
"E01014852","Villages",287.66,75.11
"E01014853","Towns",328.51,10.4
"E01014854","Villages",301.13,263.2
"E01014855","Cities",150.4,7.99
"E01014856","Villages",254.18,0
"E01014857","Cities",102.04,0
"E01014858","Cities",163.15,1146.53
"E01014859","Cities",102.52,4
"E01014860","Cities",194.28,0
"E01014861","Villages",205.516,258.49
"E01014862","Cities",167.57,40.37
"E01014863","Towns",136.66,0
"E01014864","Towns",263.57,53.72
"E01014865","Cities",95.56,0
"E01014866","Cities",110.21,0
"E01014867","Towns",90.1,0
"E01014868","Towns",111.14,1.5
"E01014869","Towns",132.61,133.14
"E01014870","Villages",202.18,13.46
"E01014871","Towns",41.28,0
"E01014872","Cities",49.71,0
"E01014873","Cities",118.61,3.84
"E01014874","Cities",62.08,1735.25
"E01014875","Cities",55.41,0
"E01014876","Cities",35.95,0
"E01014877","Cities",138.4,0
"E01014878","Cities",68.08,0
"E01014879","Cities",157.19,23.36
"E01014880","Cities",62.25,0
"E01014881","Cities",74.3,249.975
"E01014882","Cities",77.28,0
"E01014883","Cities",63.48,0
"E01014884","Villages",216.13,203.05
"E01014885","Towns",180.27,0
"E01014886","Cities",72.51,2.93
"E01014887","Cities",83.07,0
"E01014888","Cities",104.55,21.77
"E01014889","Cities",105.48,0
"E01014890","Villages",250.09,0
"E01014891","Villages",170.9,89.41
"E01014892","Cities",92.33,0
"E01014893","Cities",40.93,0
"E01014894","Cities",103.87,0
"E01014895","Cities",126.46,0
"E01014896","Cities",55.71,0
"E01014897","Cities",35.84,0
"E01014898","Cities",47.03,2.75
"E01014899","Cities",40.54,7
"E01014900","Cities",30.32,0
"E01014901","Cities",53.23,0
"E01014902","Cities",45.84,748.65
"E01014903","Cities",71.33,0
"E01014904","Cities",13.38,0
"E01014905","Cities",36.26,0
"E01014906","Cities",59.16,45.08
"E01014907","Cities",26.18,0
"E01014908","Cities",49.16,0
"E01014909","Cities",25.01,0
"E01014910","Cities",28.47,0
"E01014911","Cities",110.91,3.92
"E01014912","Cities",131.1,18.6
"E01014913","Cities",131.34,0
"E01014914","Cities",48.19,0
"E01014915","Cities",40.49,0
"E01014916","Cities",14.97,0
"E01014917","Cities",68.26,9.8
"E01014918","Cities",77.26,0
"E01014919","Cities",34.02,0
"E01014920","Cities",57.6,0
"E01014921","Cities",181.61,0
"E01014922","Cities",28.03,0
"E01014923","Cities",22.62,0
"E01014924","Cities",27.166,0
"E01014925","Cities",36.38,3.43
"E01014926","Cities",61.37,29.98
"E01014927","Cities",33.07,0
"E01014928","Cities",62.06,0.75
"E01014929","Villages",313.87,294.62
"E01014930","Towns",160.97,124.98
"E01014931","Cities",47.35,60.26
"E01014932","Cities",82.04,0
"E01014933","Cities",54.14,0
"E01014934","Cities",48.1,0
"E01014935","Cities",65.85,299.6
"E01014936","Cities",30.47,0
"E01014937","Cities",74.96,3.87
"E01014938","Cities",55.48,0
"E01014939","Cities",55.68,0
"E01014940","Cities",82.37,3.3
"E01014941","Cities",41.51,0
"E01014942","Cities",60.61,0
"E01014943","Cities",22.45,18.66
"E01014944","Cities",42.86,0
"E01014945","Cities",68.08,0
"E01014946","Cities",33.44,3
"E01014947","Cities",40.49,5
"E01014948","Cities",54.92,165.88
"E01014949","Cities",157.36,0
"E01014950","Cities",23.42,8.88
"E01014951","Cities",83.26,0
"E01014952","Cities",87.81,3423.68
"E01014953","Villages",132.27,249.94
"E01014954","Towns",55.48,3.87
"E01014955","Cities",85.43,0
"E01014956","Cities",57.37,0
"E01014957","Cities",24.87,0
"E01014958","Cities",33.5,0
"E01014959","Cities",50.58,0
"E01014960","Cities",58.52,2.94
"E01014961","Cities",38.19,0
"E01014962","Villages",285.8,24.14
"E01014963","Villages",190.89,65.42
"E01014964","Cities",64.12,0
"E01014965","Cities",71.05,0
"E01014966","Cities",67.52,0
"E01014967","Cities",76.41,12.1
"E01014968","Cities",73.66,0
"E01014969","Cities",44.2,24.5
"E01014972","Cities",120.96,0
"E01014973","Cities",11.7,0
"E01014974","Cities",12.16,9.88
"E01014975","Cities",22.71,0
"E01014976","Cities",46.55,30
"E01014977","Cities",9.1,0
"E01014978","Cities",82.3,2.52
"E01014979","Cities",131.86,0
"E01014980","Cities",130.81,0
"E01014981","Cities",132.53,318.25
"E01014982","Cities",67.55,0
"E01014983","Cities",24.62,0
"E01014984","Cities",21.93,0
"E01014985","Cities",106.68,0
"E01014986","Cities",108,4.4
"E01014987","Cities",124.51,2.52
"E01014988","Cities",72.51,0
"E01014989","Villages",151.92,107.82
"E01014990","Cities",125.36,2.07
"E01014991","Cities",103.13,13.8
"E01014992","Cities",137.864,0
"E01014993","Villages",190.07,49.84
"E01014994","Villages",173.22,260.78
"E01014995","Cities",83.86,9.75
"E01014996","Cities",72.44,0
"E01014998","Cities",124.44,0
"E01014999","Cities",66.58,0
"E01015000","Cities",94.64,12.35
"E01015001","Cities",81.67,0
"E01015002","Cities",28.91,0
"E01015003","Cities",25.54,0
"E01015004","Cities",63.1,0
"E01015005","Cities",60.74,30.12
"E01015006","Cities",40.69,0
"E01015007","Cities",32.79,0
"E01015008","Cities",52.53,0
"E01015009","Cities",120.92,0
"E01015010","Cities",50.57,0
"E01015011","Cities",58.78,0
"E01015012","Cities",105.9,0
"E01015013","Cities",84.29,0
"E01015014","Cities",110.08,0
"E01015015","Cities",100.48,0
"E01015016","Cities",134.63,0
"E01015017","Cities",131.29,13.25
"E01015018","Cities",91.26,2.07
"E01015019","Cities",80.4,4.8
"E01015020","Cities",67.53,0
"E01015021","Cities",81.37,0
"E01015022","Cities",95.24,0
"E01015023","Cities",228.37,0
"E01015024","Cities",95.26,0
"E01015025","Cities",142.09,0
"E01015026","Cities",119.43,0
"E01015027","Cities",174.56,0
"E01015028","Cities",211.05,0
"E01015029","Cities",123.42,243.1
"E01015030","Cities",160.68,0
"E01015031","Cities",32.6,0
"E01015032","Cities",35.3,0
"E01015033","Cities",82.395,0
"E01015034","Cities",88.77,0
"E01015035","Cities",58.92,0
"E01015036","Cities",65.53,80.31
"E01015037","Cities",75.745,0
"E01015038","Cities",91.69,0
"E01015039","Cities",0,0
"E01015040","Cities",77.39,0
"E01015041","Cities",11.89,16
"E01015042","Cities",19.42,0
"E01015043","Cities",22.02,29.97
"E01015044","Cities",23.67,0
"E01015045","Cities",31.48,35.1
"E01015046","Cities",31.05,53.14
"E01015047","Cities",96.4,40
"E01015048","Cities",10.96,0
"E01015049","Cities",15.38,0
"E01015050","Cities",7.18,7.11
"E01015051","Cities",18.62,0
"E01015052","Cities",90.89,50
"E01015053","Cities",0,0
"E01015054","Cities",2.85,8.32
"E01015055","Cities",231.69,244.5
"E01015056","Cities",124.72,0
"E01015057","Cities",80.43,0
"E01015058","Cities",192.42,0
"E01015059","Cities",74.75,8.46
"E01015060","Cities",112.62,0
"E01015061","Cities",22.31,0
"E01015062","Cities",26.62,0
"E01015063","Cities",208.95,26.75
"E01015064","Cities",111.29,29.97
"E01015065","Cities",53.25,29.97
"E01015066","Cities",106.24,0
"E01015067","Cities",187.71,0
"E01015068","Cities",86.57,0
"E01015069","Cities",314.91,0
"E01015070","Cities",213.06,0
"E01015071","Cities",81.06,0
"E01015072","Cities",84.58,0
"E01015073","Cities",316.63,74.18
"E01015074","Cities",282.87,21.5
"E01015075","Cities",264.06,0
"E01015076","Cities",47.11,0
"E01015077","Cities",283.075,3
"E01015078","Cities",142.02,100
"E01015079","Cities",75.87,0
"E01015080","Cities",54.5,0
"E01015081","Cities",199.51,7.5
"E01015082","Cities",219.18,23.08
"E01015083","Cities",162.95,9.8
"E01015084","Cities",137.87,10.4
"E01015085","Cities",106.58,8
"E01015086","Cities",251.08,0
"E01015087","Cities",253.31,0
"E01015088","Cities",204.41,0
"E01015089","Cities",170.16,0
"E01015090","Cities",174.97,274.68
"E01015091","Cities",129.57,199.68
"E01015092","Cities",235.52,489.48
"E01015093","Cities",298.29,0
"E01015094","Cities",242.3,244.78
"E01015095","Cities",351.84,49.92
"E01015096","Cities",267.26,0
"E01015097","Cities",235.54,29.15
"E01015098","Cities",39.41,0
"E01015099","Cities",20.2,0
"E01015100","Cities",75.13,36.7
"E01015101","Cities",76.81,0
"E01015102","Cities",31.51,0
"E01015103","Cities",40.62,10.08
"E01015104","Cities",44.73,69.84
"E01015105","Cities",28.67,0
"E01015106","Cities",409.99,1.92
"E01015107","Cities",92.56,0
"E01015108","Cities",127.78,0
"E01015109","Cities",47.64,0
"E01015110","Cities",133.69,0
"E01015111","Cities",76.78,0
"E01015112","Cities",58.56,9.6
"E01015113","Cities",112.32,0
"E01015114","Cities",40.28,0
"E01015115","Cities",286.16,30
"E01015116","Cities",165.54,0
"E01015117","Cities",133.93,0
"E01015118","Cities",106.89,0
"E01015119","Cities",109.54,0
"E01015120","Cities",231.62,49.3
"E01015121","Cities",132.19,0
"E01015122","Cities",99.85,0
"E01015123","Cities",92.24,119.92
"E01015124","Cities",127.36,493.37
"E01015125","Cities",207.38,0
"E01015126","Cities",120.93,0
"E01015127","Cities",99.56,3.12
"E01015128","Cities",77.87,33.95
"E01015129","Cities",101.78,0
"E01015130","Cities",111.58,0
"E01015131","Cities",215.38,22
"E01015132","Cities",180.69,20
"E01015133","Cities",157.845,0
"E01015134","Cities",54.69,169.14
"E01015135","Cities",217.42,20
"E01015136","Cities",29.1,4
"E01015137","Cities",80.88,25
"E01015138","Cities",231.77,3.51
"E01015139","Cities",146.9,11.25
"E01015140","Cities",97.12,0
"E01015141","Cities",186.03,0
"E01015142","Cities",164.72,0
"E01015143","Cities",190.82,0
"E01015144","Cities",75.02,0
"E01015145","Cities",20.04,0
"E01015146","Cities",185.37,10
"E01015147","Cities",38.32,28.87
"E01015148","Cities",205.12,242.06
"E01015149","Cities",59.16,0
"E01015150","Cities",100.34,0
"E01015151","Cities",26.21,29.7
"E01015152","Cities",31.68,51.54
"E01015153","Cities",9.99,8
"E01015155","Cities",57.92,28.35
"E01015156","Cities",6,59.25
"E01015157","Cities",149.15,64
"E01015158","Cities",21.58,266
"E01015159","Cities",285.76,0
"E01015160","Cities",158.85,0
"E01015161","Cities",147.03,0
"E01015162","Cities",209.06,0
"E01015163","Cities",106.85,0
"E01015164","Cities",204.26,0
"E01015165","Cities",79.25,29.97
"E01015166","Cities",65.96,3.51
"E01015167","Cities",30.46,0
"E01015168","Cities",27.22,10
"E01015169","Cities",57.15,4
"E01015170","Cities",113.31,10
"E01015171","Cities",20.51,0
"E01015172","Cities",33.28,80
"E01015173","Cities",34.84,24.84
"E01015174","Cities",38.44,0
"E01015175","Cities",34.91,0
"E01015176","Cities",216.29,0
"E01015177","Cities",15.42,0
"E01015178","Cities",32.67,0
"E01015179","Cities",12.61,0
"E01015180","Cities",65.22,0
"E01015181","Cities",24.38,3.84
"E01015182","Cities",88.31,111.11
"E01015183","Cities",102.86,35.5
"E01015184","Cities",97.58,0
"E01015185","Cities",71.68,0
"E01015186","Cities",12.98,35.32
"E01015187","Cities",115.97,45
"E01015188","Cities",155.605,0
"E01015189","Cities",51.3,0
"E01015190","Cities",118.44,10
"E01015191","Cities",63.355,0
"E01015192","Cities",29.2,0
"E01015193","Cities",28.26,0
"E01015194","Cities",66.64,0
"E01015195","Cities",324.4,845.45
"E01015196","Cities",44.73,0
"E01015197","Cities",153.26,0
"E01015198","Cities",174.36,0
"E01015199","Cities",117.31,3.51
"E01015200","Cities",74.4,0
"E01015201","Cities",121.95,173
"E01015202","Cities",17.05,0
"E01015203","Cities",85.98,0
"E01015204","Cities",52.51,0
"E01015205","Cities",90.85,0
"E01015206","Cities",70.26,0
"E01015207","Cities",51.5,0
"E01015208","Cities",129.58,0
"E01015209","Cities",32.69,0
"E01015210","Cities",45.12,0
"E01015211","Cities",134.51,0
"E01015212","Cities",29.74,5
"E01015213","Cities",64.22,0
"E01015214","Cities",23.55,0
"E01015215","Cities",36.53,0
"E01015216","Cities",17.64,0
"E01015217","Cities",17.61,7.5
"E01015218","Cities",35.24,0
"E01015219","Cities",55.81,0
"E01015220","Cities",123.38,0
"E01015221","Cities",67.89,13.99
"E01015222","Cities",72.81,3.51
"E01015223","Cities",115.74,0
"E01015224","Cities",56.8,0
"E01015225","Cities",67.3,0
"E01015226","Cities",134.32,0
"E01015227","Cities",78,0
"E01015228","Cities",29.71,0
"E01015229","Cities",48.92,0
"E01015230","Cities",129.36,0
"E01015231","Cities",0,0
"E01015232","Cities",40.23,9.22
"E01015233","Cities",13.98,0
"E01015234","Cities",10.81,18
"E01015235","Cities",36.36,11.31
"E01015236","Cities",110.88,7
"E01015237","Cities",23.15,0
"E01015238","Cities",46.72,0
"E01015239","Cities",42.43,0
"E01015240","Cities",25.01,0
"E01015241","Cities",31.35,0
"E01015242","Cities",51.43,0
"E01015243","Cities",37.86,0
"E01015244","Cities",100.73,0
"E01015245","Cities",131.89,0
"E01015246","Cities",93.64,0
"E01015247","Cities",57.96,0
"E01015248","Cities",35.07,0
"E01015249","Cities",88.51,9.72
"E01015250","Cities",47.23,0
"E01015251","Cities",26.61,3
"E01015252","Cities",75.88,3.84
"E01015253","Cities",164.04,148.34
"E01015254","Cities",91.26,5
"E01015255","Cities",16.9,0
"E01015256","Cities",2.48,3.52
"E01015257","Cities",37.81,7.05
"E01015258","Cities",110.82,51.93
"E01015259","Cities",5.27,1.38
"E01015260","Cities",23.32,3.99
"E01015261","Cities",48.51,12
"E01015262","Cities",69.39,0
"E01015263","Cities",38.05,4
"E01015264","Cities",162.57,0
"E01015265","Cities",146.51,17.44
"E01015266","Cities",26.86,0
"E01015267","Cities",49.98,0
"E01015268","Cities",32.38,9.36
"E01015269","Cities",75.28,0
"E01015270","Cities",59.59,0
"E01015271","Cities",175.68,1
"E01015272","Cities",68.49,0
"E01015273","Cities",16.13,0
"E01015274","Cities",18.83,0
"E01015275","Cities",28.34,0
"E01015276","Cities",19.4,0
"E01015277","Cities",19.98,2.1
"E01015279","Cities",0,0
"E01015280","Cities",10.26,0
"E01015281","Cities",77.34,0
"E01015282","Cities",3.43,9.66
"E01015283","Cities",68.17,0
"E01015285","Cities",19.83,3.52
"E01015286","Cities",15.76,12.5
"E01015287","Cities",3.92,17.25
"E01015288","Cities",16.99,45
"E01015289","Cities",61.67,50
"E01015290","Cities",21.98,7.86
"E01015291","Cities",0,0
"E01015292","Cities",18.84,0
"E01015293","Cities",16.65,0
"E01015294","Cities",20.85,0
"E01015295","Cities",82.01,0
"E01015296","Cities",36.82,0
"E01015297","Cities",39.04,0
"E01015298","Cities",99.83,0
"E01015299","Cities",34.25,0
"E01015300","Cities",45.03,0
"E01015301","Cities",49.54,6.98
"E01015302","Cities",168.43,49.92
"E01015303","Cities",126.05,0
"E01015304","Cities",271.23,19.98
"E01015305","Cities",188.06,0
"E01015306","Cities",91.49,0
"E01015307","Cities",252.95,0
"E01015308","Cities",121.24,49.5
"E01015309","Cities",156.74,0
"E01015310","Cities",214.63,0
"E01015311","Cities",74.11,0
"E01015312","Cities",163.12,195.48
"E01015313","Cities",161.36,0
"E01015314","Cities",61.77,128.02
"E01015315","Cities",112.82,0
"E01015316","Cities",43.1,0
"E01015317","Cities",83.02,0
"E01015318","Cities",39.2,0
"E01015319","Cities",171.74,0
"E01015320","Cities",22.22,0
"E01015321","Cities",38.82,0
"E01015322","Cities",50.15,0
"E01015323","Cities",39.86,0
"E01015324","Cities",21.01,0
"E01015325","Cities",22.23,0
"E01015326","Cities",20.9,5.5
"E01015327","Cities",19.54,0
"E01015328","Cities",18.45,0
"E01015329","Cities",28.5,0
"E01015330","Cities",63.18,20.9
"E01015331","Cities",17.62,4
"E01015332","Cities",42.32,0
"E01015333","Cities",54.34,0
"E01015334","Cities",119.56,0
"E01015335","Cities",110.56,0
"E01015336","Cities",42.11,0
"E01015337","Cities",35.07,0
"E01015338","Cities",188.91,85.44
"E01015339","Cities",37.34,0
"E01015340","Cities",118.41,0
"E01015341","Cities",245.37,0
"E01015342","Cities",61.95,32.1
"E01015343","Cities",55.17,0
"E01015344","Cities",64.12,39.2
"E01015345","Cities",27.3,0
"E01015346","Cities",14.84,29.68
"E01015348","Cities",63.96,53.78
"E01015349","Cities",73.04,0
"E01015350","Cities",50.51,0
"E01015351","Cities",43.75,0
"E01015352","Cities",23.07,5.06
"E01015353","Cities",24.25,0
"E01015354","Cities",90.94,0
"E01015355","Cities",22.64,0
"E01015356","Cities",40.46,17.98
"E01015357","Cities",116.5,0
"E01015358","Cities",130.24,28.62
"E01015359","Cities",281.07,0
"E01015360","Cities",63.1,50
"E01015361","Cities",24.49,0
"E01015362","Cities",64.13,0
"E01015363","Cities",31.83,0
"E01015364","Cities",50.09,14.53
"E01015365","Cities",21.99,0
"E01015366","Cities",31.58,0
"E01015367","Cities",26.14,271.35
"E01015368","Cities",9,0
"E01015369","Cities",7.92,0
"E01015370","Cities",20.23,0
"E01015371","Cities",5.44,0
"E01015372","Cities",2,0
"E01015373","Cities",17.65,0
"E01015374","Cities",22.81,0
"E01015375","Cities",33.34,48.5
"E01015376","Cities",20.44,0
"E01015377","Cities",29.94,0
"E01015378","Cities",19.33,0
"E01015379","Cities",305.84,0
"E01015380","Cities",173.91,38.61
"E01015381","Cities",276.05,0
"E01015382","Cities",145.04,0
"E01015383","Cities",55.89,0
"E01015384","Cities",281.52,0
"E01015385","Cities",107.78,0
"E01015386","Cities",43.44,9.88
"E01015387","Cities",112.18,0
"E01015388","Cities",153.15,0
"E01015389","Cities",36.39,0
"E01015390","Cities",7.9,0
"E01015391","Cities",20.63,0
"E01015392","Cities",51.85,0
"E01015393","Cities",39.11,0
"E01015394","Cities",37.09,0
"E01015395","Cities",147.9,9.89
"E01015396","Cities",103.6,0
"E01015397","Cities",94.03,0
"E01015398","Cities",84.69,0
"E01015399","Cities",124.3,15
"E01015400","Cities",70.77,0
"E01015401","Cities",99.59,0
"E01015402","Cities",47.9,10
"E01015403","Cities",17.04,0
"E01015404","Cities",65.01,3.6
"E01015405","Cities",70.56,2.5
"E01015406","Cities",97.4,0
"E01015407","Cities",68.82,186.47
"E01015408","Cities",120.8,0
"E01015409","Cities",150.85,0
"E01015410","Cities",31.58,0
"E01015411","Cities",68.26,0
"E01015412","Cities",89.49,0
"E01015413","Cities",142.17,0
"E01015414","Cities",86.44,4.5
"E01015415","Cities",71.83,4
"E01015416","Cities",90.54,35.01
"E01015417","Cities",109.57,0
"E01015418","Cities",52.22,0
"E01015419","Cities",104.68,5.4
"E01015420","Cities",213.49,0
"E01015421","Cities",144.07,61.43
"E01015422","Cities",59.08,0
"E01015423","Cities",181.19,35.34
"E01015424","Cities",63.97,0
"E01015425","Cities",77.62,30
"E01015426","Cities",165.11,0
"E01015427","Cities",78.91,25
"E01015428","Cities",220.62,0
"E01015429","Cities",210.68,123.17
"E01015430","Cities",291.52,0
"E01015431","Cities",105.78,24.48
"E01015432","Cities",128.56,0
"E01015433","Cities",148.26,68
"E01015434","Cities",138.67,0
"E01015435","Cities",139.95,0
"E01015436","Cities",127.01,0
"E01015437","Cities",133.27,0
"E01015438","Cities",66.26,0
"E01015439","Cities",104.82,35.09
"E01015440","Cities",70.03,0
"E01015441","Cities",183.92,0
"E01015442","Cities",362.02,0
